709.75	0.01	was i was running this on my computer i
709.76	2.47	was i was running this on my computer i have to install r i have to install uh
712.23	0.01	have to install r i have to install uh
712.24	1.59	have to install r i have to install uh rstudio myself
713.83	0.01	rstudio myself
713.84	1.75	rstudio myself and that takes generally you know
715.59	0.01	and that takes generally you know
715.60	3.11	and that takes generally you know minutes or hours uh sometimes
718.71	0.01	minutes or hours uh sometimes
718.72	2.47	minutes or hours uh sometimes so well with that i hope i have
721.19	0.01	so well with that i hope i have
721.20	1.51	so well with that i hope i have demonstrated the
722.71	0.01	demonstrated the
722.72	1.51	demonstrated the you know how
724.23	0.01	you know how
724.24	1.11	you know how um
725.35	0.01	um
725.36	1.83	um basically what the kind of thing that
727.19	0.01	basically what the kind of thing that
727.20	1.83	basically what the kind of thing that we're gonna be talking about here and
729.03	0.01	we're gonna be talking about here and
729.04	1.11	we're gonna be talking about here and the kinds of things that we're going to
730.15	0.01	the kinds of things that we're going to
730.16	1.43	the kinds of things that we're going to be learning about basically we're going
731.59	0.01	be learning about basically we're going
731.60	1.91	be learning about basically we're going to be trying to break down these
733.51	0.01	to be trying to break down these
733.52	2.87	to be trying to break down these commands to to learn what they are so
736.39	0.01	commands to to learn what they are so
736.40	1.83	commands to to learn what they are so that you can combine them differently to
738.23	0.01	that you can combine them differently to
738.24	2.07	that you can combine them differently to create new things and to use docker in
740.31	0.01	create new things and to use docker in
740.32	1.27	create new things and to use docker in new ways
741.59	0.01	new ways
741.60	3.03	new ways so with that i'm going to pause here
744.63	0.01	so with that i'm going to pause here
744.64	4.07	so with that i'm going to pause here and alex please go ahead
751.03	0.01	um yeah i guess
751.04	2.31	um yeah i guess my big thought is
753.35	0.01	my big thought is
753.36	1.83	my big thought is it's very easy
755.19	0.01	it's very easy
755.20	2.72	it's very easy for people to not really understand
757.92	0.01	for people to not really understand
757.93	1.34	for people to not really understand [Music]
759.27	0.01	[Music]
759.28	4.95	[Music] why or when to use docker versus like
764.23	0.01	why or when to use docker versus like
764.24	2.71	why or when to use docker versus like well i've already got r and r studio
766.95	0.01	well i've already got r and r studio
766.96	1.67	well i've already got r and r studio installed on my computer they were the
768.63	0.01	installed on my computer they were the
768.64	2.71	installed on my computer they were the first things that i put on there right
771.35	0.01	first things that i put on there right
771.36	3.51	first things that i put on there right um so what what is the purpose of
774.87	0.01	um so what what is the purpose of
774.88	2.23	um so what what is the purpose of bundling up something into a doctor
777.11	0.01	bundling up something into a doctor
777.12	2.79	bundling up something into a doctor image rather than just doing it the way
779.91	0.01	image rather than just doing it the way
779.92	1.43	image rather than just doing it the way i've always done it
781.35	0.01	i've always done it
781.36	1.43	i've always done it right
782.79	0.01	right
782.80	4.63	right and ultimately it's a i i think maro hit
787.43	0.01	and ultimately it's a i i think maro hit
787.44	2.47	and ultimately it's a i i think maro hit the nail on the head with this of think
789.91	0.01	the nail on the head with this of think
789.92	1.91	the nail on the head with this of think of this as
791.83	0.01	of this as
791.84	2.31	of this as a new computer right
794.15	0.01	a new computer right
794.16	3.83	a new computer right um except it is a computer that you can
797.99	0.01	um except it is a computer that you can
798.00	2.79	um except it is a computer that you can send to someone right so
800.79	0.01	send to someone right so
800.80	3.91	send to someone right so imagine i set up my analysis and i've
804.71	0.01	imagine i set up my analysis and i've
804.72	3.27	imagine i set up my analysis and i've got my doctor image all set up to run
807.99	0.01	got my doctor image all set up to run
808.00	2.31	got my doctor image all set up to run some analysis let's call it packed up
810.31	0.01	some analysis let's call it packed up
810.32	0.95	some analysis let's call it packed up right
811.27	0.01	right
811.28	1.75	right um cool
813.03	0.01	um cool
813.04	3.83	um cool so then instead of sending instructions
816.87	0.01	so then instead of sending instructions
816.88	2.15	so then instead of sending instructions on how to
819.03	0.01	on how to
819.04	2.71	on how to uh set up your computer to run facta and
821.75	0.01	uh set up your computer to run facta and
821.76	2.07	uh set up your computer to run facta and trusting you to
823.83	0.01	trusting you to
823.84	2.07	trusting you to uh make sure that you set that up
825.91	0.01	uh make sure that you set that up
825.92	2.23	uh make sure that you set that up correctly and then supporting you if
828.15	0.01	correctly and then supporting you if
828.16	2.87	correctly and then supporting you if like you miscopy a
831.03	0.01	like you miscopy a
831.04	2.31	like you miscopy a instruction or you know only copy the
833.35	0.01	instruction or you know only copy the
833.36	1.75	instruction or you know only copy the the first line of like something that
835.11	0.01	the first line of like something that
835.12	1.83	the first line of like something that should be three lines we've all done
836.95	0.01	should be three lines we've all done
836.96	2.55	should be three lines we've all done that i do that way too often
839.51	0.01	that i do that way too often
839.52	1.91	that i do that way too often um instead
841.43	0.01	um instead
841.44	1.35	um instead imagine
842.79	0.01	imagine
842.80	2.31	imagine morrow just like taking that computer
845.11	0.01	morrow just like taking that computer
845.12	1.67	morrow just like taking that computer that he has set up
846.79	0.01	that he has set up
846.80	1.99	that he has set up putting it into a fedex envelope and
848.79	0.01	putting it into a fedex envelope and
848.80	1.51	putting it into a fedex envelope and sending it to you
850.31	0.01	sending it to you
850.32	2.39	sending it to you except he can send it to
852.71	0.01	except he can send it to
852.72	2.87	except he can send it to all of you and you all get that computer
855.59	0.01	all of you and you all get that computer
855.60	2.39	all of you and you all get that computer that is specially set up to run pacta
857.99	0.01	that is specially set up to run pacta
858.00	2.63	that is specially set up to run pacta and you know that it works right so it
860.63	0.01	and you know that it works right so it
860.64	2.23	and you know that it works right so it becomes very valuable when you want to
862.87	0.01	becomes very valuable when you want to
862.88	2.87	becomes very valuable when you want to start sharing your analysis with other
865.75	0.01	start sharing your analysis with other
865.76	1.43	start sharing your analysis with other people
867.19	0.01	people
867.20	0.87	people um
868.07	0.01	um
868.08	1.67	um which leads to the
869.75	0.01	which leads to the
869.76	4.39	which leads to the when do we use docker um like where in
874.15	0.01	when do we use docker um like where in
874.16	2.39	when do we use docker um like where in the workflow should we start worrying
876.55	0.01	the workflow should we start worrying
876.56	0.87	the workflow should we start worrying about
877.43	0.01	about
877.44	2.47	about does this need to be doctorized
879.91	0.01	does this need to be doctorized
879.92	3.11	does this need to be doctorized does it not right uh yeah korea like
883.03	0.01	does it not right uh yeah korea like
883.04	2.79	does it not right uh yeah korea like treating this as the
885.83	0.01	treating this as the
885.84	2.71	treating this as the ultimate form of a reproducible example
888.55	0.01	ultimate form of a reproducible example
888.56	2.87	ultimate form of a reproducible example because it's not just i am sending you
891.43	0.01	because it's not just i am sending you
891.44	2.47	because it's not just i am sending you the data for the reproducible example
893.91	0.01	the data for the reproducible example
893.92	2.23	the data for the reproducible example it's i am sending you
896.15	0.01	it's i am sending you
896.16	2.87	it's i am sending you the data and like a good
899.03	0.01	the data and like a good
899.04	2.39	the data and like a good rep rex will have both a data file that
901.43	0.01	rep rex will have both a data file that
901.44	3.03	rep rex will have both a data file that works and all of the system info
904.47	0.01	works and all of the system info
904.48	2.31	works and all of the system info the docker image contains not just the
906.79	0.01	the docker image contains not just the
906.80	3.35	the docker image contains not just the system info in r but like also all of
910.15	0.01	system info in r but like also all of
910.16	2.55	system info in r but like also all of the different things that live outside
912.71	0.01	the different things that live outside
912.72	2.79	the different things that live outside of r that get called by our behind the
915.51	0.01	of r that get called by our behind the
915.52	1.67	of r that get called by our behind the scenes
917.19	0.01	scenes
917.20	1.43	scenes um
918.63	0.01	um
918.64	0.71	um so
919.35	0.01	so
919.36	2.95	so when to use docker i find it really
922.31	0.01	when to use docker i find it really
922.32	1.99	when to use docker i find it really useful of
924.31	0.01	useful of
924.32	2.39	useful of once i am starting to move from the
926.71	0.01	once i am starting to move from the
926.72	3.19	once i am starting to move from the exploratory to the building phase
929.91	0.01	exploratory to the building phase
929.92	0.79	exploratory to the building phase right
930.71	0.01	right
930.72	1.03	right um
931.75	0.01	um
931.76	1.59	um so
933.35	0.01	so
933.36	0.87	so a
934.23	0.01	a
934.24	1.51	a much
935.75	0.01	much
935.76	2.39	much keeping in mind with that like an empty
938.15	0.01	keeping in mind with that like an empty
938.16	2.87	keeping in mind with that like an empty docker image is a brand new computer
941.03	0.01	docker image is a brand new computer
941.04	3.35	docker image is a brand new computer um it doesn't have all of your packages
944.39	0.01	um it doesn't have all of your packages
944.40	3.03	um it doesn't have all of your packages installed by default it doesn't have a
947.43	0.01	installed by default it doesn't have a
947.44	2.07	installed by default it doesn't have a lot of useful things that you are going
949.51	0.01	lot of useful things that you are going
949.52	1.03	lot of useful things that you are going to need
950.55	0.01	to need
950.56	2.79	to need um so if you're just wanting to like run
953.35	0.01	um so if you're just wanting to like run
953.36	1.99	um so if you're just wanting to like run around quickly try a whole bunch of
955.35	0.01	around quickly try a whole bunch of
955.36	2.79	around quickly try a whole bunch of different things in rapid succession and
958.15	0.01	different things in rapid succession and
958.16	2.15	different things in rapid succession and see what works what doesn't
960.31	0.01	see what works what doesn't
960.32	2.31	see what works what doesn't doing that in a docker container
962.63	0.01	doing that in a docker container
962.64	3.11	doing that in a docker container probably going to be uh you're going to
965.75	0.01	probably going to be uh you're going to
965.76	2.71	probably going to be uh you're going to run into a lot of walls there
968.47	0.01	run into a lot of walls there
968.48	3.11	run into a lot of walls there but once you start to get into that next
971.59	0.01	but once you start to get into that next
971.60	1.35	but once you start to get into that next phase of
972.95	0.01	phase of
972.96	2.71	phase of okay i think i've got an idea of how
975.67	0.01	okay i think i've got an idea of how
975.68	1.99	okay i think i've got an idea of how this is supposed to work i've got things
977.67	0.01	this is supposed to work i've got things
977.68	2.55	this is supposed to work i've got things sketched out i have a rough idea of like
980.23	0.01	sketched out i have a rough idea of like
980.24	2.39	sketched out i have a rough idea of like where i want to go with this
982.63	0.01	where i want to go with this
982.64	1.83	where i want to go with this that is when i
984.47	0.01	that is when i
984.48	2.07	that is when i my next step is always okay i'm going to
986.55	0.01	my next step is always okay i'm going to
986.56	2.63	my next step is always okay i'm going to put this into a doctor container and get
989.19	0.01	put this into a doctor container and get
989.20	1.75	put this into a doctor container and get it all set up in there
990.95	0.01	it all set up in there
990.96	3.75	it all set up in there so that as i move forward i keep a
994.71	0.01	so that as i move forward i keep a
994.72	2.39	so that as i move forward i keep a uh the record of
997.11	0.01	uh the record of
997.12	2.87	uh the record of what is actually necessary to run this
999.99	0.01	what is actually necessary to run this
1000.00	1.35	what is actually necessary to run this analysis
1001.35	0.01	analysis
1001.36	2.95	analysis uh and so that i can start sharing it
1004.31	0.01	uh and so that i can start sharing it
1004.32	2.87	uh and so that i can start sharing it with collaborators and know that like
1007.19	0.01	with collaborators and know that like
1007.20	1.35	with collaborators and know that like they don't have to worry about
1008.55	0.01	they don't have to worry about
1008.56	2.31	they don't have to worry about installing all the packages they just
1010.87	0.01	installing all the packages they just
1010.88	2.23	installing all the packages they just pull down the docker image and it works
1013.11	0.01	pull down the docker image and it works
1013.12	1.75	pull down the docker image and it works for them or
1014.87	0.01	for them or
1014.88	2.63	for them or they at least get the consistent same
1017.51	0.01	they at least get the consistent same
1017.52	2.47	they at least get the consistent same not working that i do so they can help
1019.99	0.01	not working that i do so they can help
1020.00	1.75	not working that i do so they can help me debug it
1021.75	0.01	me debug it
1021.76	1.43	me debug it um
1023.19	0.01	um
1023.20	2.39	um so again it's
1025.59	0.01	so again it's
1025.60	3.03	so again it's once you have an idea of where you need
1028.63	0.01	once you have an idea of where you need
1028.64	2.79	once you have an idea of where you need to go what the analysis should look like
1031.43	0.01	to go what the analysis should look like
1031.44	1.99	to go what the analysis should look like you've got all of the steps in place and
1033.43	0.01	you've got all of the steps in place and
1033.44	3.39	you've got all of the steps in place and can start running it as a script rather
1036.83	0.01	can start running it as a script rather
1036.84	3.07	can start running it as a script rather than poking individual commands on the
1039.91	0.01	than poking individual commands on the
1039.92	2.79	than poking individual commands on the command line that's where docker really
1042.71	0.01	command line that's where docker really
1042.72	3.11	command line that's where docker really starts to shine
1047.91	0.01	thanks a lot antoine i see you
1047.92	1.59	thanks a lot antoine i see you well not sure if you were raising your
1049.51	0.01	well not sure if you were raising your
1049.52	3.03	well not sure if you were raising your hand it is a good time to you know ask
1052.55	0.01	hand it is a good time to you know ask
1052.56	2.07	hand it is a good time to you know ask questions and make comments right now
1054.63	0.01	questions and make comments right now
1054.64	1.99	questions and make comments right now the only thing i would like to cover for
1056.63	0.01	the only thing i would like to cover for
1056.64	1.99	the only thing i would like to cover for the rest of the meet up that is more
1058.63	0.01	the rest of the meet up that is more
1058.64	2.79	the rest of the meet up that is more like lecture type is uh breaking down
1061.43	0.01	like lecture type is uh breaking down
1061.44	1.59	like lecture type is uh breaking down from the two commands i showed today
1063.03	0.01	from the two commands i showed today
1063.04	1.83	from the two commands i showed today breaking down the first one and giving
1064.87	0.01	breaking down the first one and giving
1064.88	2.63	breaking down the first one and giving you pointers about okay so if you have
1067.51	0.01	you pointers about okay so if you have
1067.52	1.27	you pointers about okay so if you have something like that if you have an
1068.79	0.01	something like that if you have an
1068.80	1.99	something like that if you have an example you find in the wild
1070.79	0.01	example you find in the wild
1070.80	1.59	example you find in the wild where do you go
1072.39	0.01	where do you go
1072.40	2.47	where do you go to learn what those commands mean so
1074.87	0.01	to learn what those commands mean so
1074.88	2.39	to learn what those commands mean so that you can teach yourself at the pace
1077.27	0.01	that you can teach yourself at the pace
1077.28	2.07	that you can teach yourself at the pace at which you need it so based on you
1079.35	0.01	at which you need it so based on you
1079.36	1.99	at which you need it so based on you know real life examples okay i have this
1081.35	0.01	know real life examples okay i have this
1081.36	1.11	know real life examples okay i have this thing
1082.47	0.01	thing
1082.48	1.83	thing i can run it but i don't even know what
1084.31	0.01	i can run it but i don't even know what
1084.32	2.07	i can run it but i don't even know what it is where i learn what it is so i'm
1086.39	0.01	it is where i learn what it is so i'm
1086.40	1.99	it is where i learn what it is so i'm going to show that but but before i jump
1088.39	0.01	going to show that but but before i jump
1088.40	1.59	going to show that but but before i jump to that um
1089.99	0.01	to that um
1090.00	3.43	to that um i think you know alex said really nicely
1093.43	0.01	i think you know alex said really nicely
1093.44	3.91	i think you know alex said really nicely the the context the why uh
1097.35	0.01	the the context the why uh
1097.36	1.75	the the context the why uh you know you might want to use docker so
1099.11	0.01	you know you might want to use docker so
1099.12	2.23	you know you might want to use docker so this is a good opportunity to
1101.35	0.01	this is a good opportunity to
1101.36	2.23	this is a good opportunity to clarify or to ask questions so please go
1103.59	0.01	clarify or to ask questions so please go
1103.60	6.63	clarify or to ask questions so please go ahead if you have them
1112.71	0.01	daisy please go ahead
1112.72	3.99	daisy please go ahead yes just one quick question so
1116.71	0.01	yes just one quick question so
1116.72	2.95	yes just one quick question so i'm guessing that if i'm sharing
1119.67	0.01	i'm guessing that if i'm sharing
1119.68	2.39	i'm guessing that if i'm sharing a docker image with someone to try to
1122.07	0.01	a docker image with someone to try to
1122.08	2.39	a docker image with someone to try to reproduce an error for example that i'm
1124.47	0.01	reproduce an error for example that i'm
1124.48	2.87	reproduce an error for example that i'm getting the other person also needs to
1127.35	0.01	getting the other person also needs to
1127.36	1.03	getting the other person also needs to have
1128.39	0.01	have
1128.40	0.95	have docker
1129.35	0.01	docker
1129.36	1.83	docker or not
1131.19	0.01	or not
1131.20	3.83	or not it should alright
1136.71	0.01	and and
1136.72	2.95	and and and the other person will need to
1139.67	0.01	and the other person will need to
1139.68	2.63	and the other person will need to use it as like just in the same way that
1142.31	0.01	use it as like just in the same way that
1142.32	2.23	use it as like just in the same way that i'm doing it so not in
1144.55	0.01	i'm doing it so not in
1144.56	2.07	i'm doing it so not in his or her our
1146.63	0.01	his or her our
1146.64	2.71	his or her our computer is like our
1149.35	0.01	computer is like our
1149.36	2.55	computer is like our yeah install in their computer but in
1151.91	0.01	yeah install in their computer but in
1151.92	2.71	yeah install in their computer but in their website as as we did exactly as we
1154.63	0.01	their website as as we did exactly as we
1154.64	1.43	their website as as we did exactly as we did
1156.07	0.01	did
1156.08	1.43	did right so
1157.51	0.01	right so
1157.52	2.87	right so extending that whole like fedexing a
1160.39	0.01	extending that whole like fedexing a
1160.40	1.83	extending that whole like fedexing a laptop to someone
1162.23	0.01	laptop to someone
1162.24	2.31	laptop to someone it's the
1164.55	0.01	it's the
1164.56	2.95	it's the analog is like you and that other person
1167.51	0.01	analog is like you and that other person
1167.52	3.27	analog is like you and that other person sit down at the same computer
1170.79	0.01	sit down at the same computer
1170.80	2.39	sit down at the same computer right and you're both looking at the
1173.19	0.01	right and you're both looking at the
1173.20	2.39	right and you're both looking at the same screen almost
1175.59	0.01	same screen almost
1175.60	1.67	same screen almost or
1177.27	0.01	or
1177.28	1.83	or more accurately it would be like you sit
1179.11	0.01	more accurately it would be like you sit
1179.12	1.43	more accurately it would be like you sit down at the computer type in your
1180.55	0.01	down at the computer type in your
1180.56	3.27	down at the computer type in your commands find some weird behavior
1183.83	0.01	commands find some weird behavior
1183.84	2.15	commands find some weird behavior and then you like scribble some notes on
1185.99	0.01	and then you like scribble some notes on
1186.00	1.67	and then you like scribble some notes on a post-it and stick it to the screen and
1187.67	0.01	a post-it and stick it to the screen and
1187.68	2.79	a post-it and stick it to the screen and wait for that other person to use it
1190.47	0.01	wait for that other person to use it
1190.48	0.87	wait for that other person to use it right
1191.35	0.01	right
1191.36	2.07	right there they're going to get the same
1193.43	0.01	there they're going to get the same
1193.44	1.51	there they're going to get the same behavior
1194.95	0.01	behavior
1194.96	3.91	behavior but it um it doesn't necessarily have to
1198.87	0.01	but it um it doesn't necessarily have to
1198.88	2.47	but it um it doesn't necessarily have to be at the same time but you know that
1201.35	0.01	be at the same time but you know that
1201.36	1.83	be at the same time but you know that the same computer is going to give you
1203.19	0.01	the same computer is going to give you
1203.20	3.03	the same computer is going to give you the same behavior both times
1206.23	0.01	the same behavior both times
1206.24	2.23	the same behavior both times but anyway this is strictly necessary
1208.47	0.01	but anyway this is strictly necessary
1208.48	1.59	but anyway this is strictly necessary that the other person has docker
1210.07	0.01	that the other person has docker
1210.08	1.67	that the other person has docker installs
1211.75	0.01	installs
1211.76	3.99	installs yeah so installing docker is a one-time
1215.75	0.01	yeah so installing docker is a one-time
1215.76	2.39	yeah so installing docker is a one-time thing once it's installed you're good to
1218.15	0.01	thing once it's installed you're good to
1218.16	3.91	thing once it's installed you're good to go there's occasional updates that
1222.07	0.01	go there's occasional updates that
1222.08	1.99	go there's occasional updates that mostly you don't need to worry about do
1224.07	0.01	mostly you don't need to worry about do
1224.08	2.55	mostly you don't need to worry about do they work do they not it's a very stable
1226.63	0.01	they work do they not it's a very stable
1226.64	1.51	they work do they not it's a very stable product
1228.15	0.01	product
1228.16	1.11	product um
1229.27	0.01	um
1229.28	3.99	um the only real issue i run into with
1233.27	0.01	the only real issue i run into with
1233.28	2.71	the only real issue i run into with having docker installed versus not
1235.99	0.01	having docker installed versus not
1236.00	1.19	having docker installed versus not installed
1237.19	0.01	installed
1237.20	2.87	installed is it really likes to take up a lot of
1240.07	0.01	is it really likes to take up a lot of
1240.08	2.63	is it really likes to take up a lot of space on my hard drive so
1242.71	0.01	space on my hard drive so
1242.72	3.91	space on my hard drive so for me my computer here has 128 gig hard
1246.63	0.01	for me my computer here has 128 gig hard
1246.64	0.79	for me my computer here has 128 gig hard drive
1247.43	0.01	drive
1247.44	2.47	drive and docker takes up half of that
1249.91	0.01	and docker takes up half of that
1249.92	3.27	and docker takes up half of that okay um but if you have a computer where
1253.19	0.01	okay um but if you have a computer where
1253.20	3.35	okay um but if you have a computer where you've got 60 or 70 gigs available on
1256.55	0.01	you've got 60 or 70 gigs available on
1256.56	2.23	you've got 60 or 70 gigs available on the hard drive you probably won't even
1258.79	0.01	the hard drive you probably won't even
1258.80	1.43	the hard drive you probably won't even notice it
1260.23	0.01	notice it
1260.24	0.87	notice it all right
1261.11	0.01	all right
1261.12	2.71	all right go thanks
1263.83	0.01	go thanks
1263.84	3.27	go thanks perfect
1269.83	0.01	okay um any other question or comment
1269.84	4.87	okay um any other question or comment right now
1276.79	0.01	i'm gonna start showing my screen again
1276.80	1.27	i'm gonna start showing my screen again um
1278.07	0.01	um
1278.08	3.03	um what i wanted to share now is
1281.11	0.01	what i wanted to share now is
1281.12	3.19	what i wanted to share now is um a little page to break down
1284.31	0.01	um a little page to break down
1284.32	1.67	um a little page to break down what we've
1285.99	0.01	what we've
1286.00	2.83	what we've the first command that i showed uh and
1288.83	0.01	the first command that i showed uh and
1288.84	1.63	the first command that i showed uh and hopefully
1290.47	0.01	hopefully
1290.48	2.47	hopefully give you an heuristic about how you can
1292.95	0.01	give you an heuristic about how you can
1292.96	2.39	give you an heuristic about how you can go about teaching yourself docker when
1295.35	0.01	go about teaching yourself docker when
1295.36	1.27	go about teaching yourself docker when you see
1296.63	0.01	you see
1296.64	1.8	you see a command
1298.44	0.01	a command
1298.45	1.22	a command [Music]
1299.67	0.01	[Music]
1299.68	2.07	[Music] so the command i run first is this one
1301.75	0.01	so the command i run first is this one
1301.76	0.87	so the command i run first is this one here
1302.63	0.01	here
1302.64	2.23	here i'm gonna run it
1304.87	0.01	i'm gonna run it
1304.88	2.15	i'm gonna run it in a new terminal to show you what it
1307.03	0.01	in a new terminal to show you what it
1307.04	1.91	in a new terminal to show you what it was so
1308.95	0.01	was so
1308.96	1.91	was so this command here is the one that came
1310.87	0.01	this command here is the one that came
1310.88	1.99	this command here is the one that came from the rocker project so all i did is
1312.87	0.01	from the rocker project so all i did is
1312.88	2.95	from the rocker project so all i did is i just opened the terminal and pasted it
1315.83	0.01	i just opened the terminal and pasted it
1315.84	1.67	i just opened the terminal and pasted it and that you know
1317.51	0.01	and that you know
1317.52	2.87	and that you know started another session so what does
1320.39	0.01	started another session so what does
1320.40	1.19	started another session so what does that do
1321.59	0.01	that do
1321.60	2.39	that do uh and what it all means
1323.99	0.01	uh and what it all means
1324.00	2.55	uh and what it all means so first let me clean this console with
1326.55	0.01	so first let me clean this console with
1326.56	2.79	so first let me clean this console with ctrl l um i'm gonna put my console here
1329.35	0.01	ctrl l um i'm gonna put my console here
1329.36	3.11	ctrl l um i'm gonna put my console here on the right and this other page here on
1332.47	0.01	on the right and this other page here on
1332.48	1.27	on the right and this other page here on the left
1333.75	0.01	the left
1333.76	0.79	the left so
1334.55	0.01	so
1334.56	1.35	so uh
1335.91	0.01	uh
1335.92	1.67	uh everything that we do with docker will
1337.59	0.01	everything that we do with docker will
1337.60	2.55	everything that we do with docker will start with docker and later alex is
1340.15	0.01	start with docker and later alex is
1340.16	1.51	start with docker and later alex is going to be covering another tool that
1341.67	0.01	going to be covering another tool that
1341.68	2.55	going to be covering another tool that is a custom of docker it's called docker
1344.23	0.01	is a custom of docker it's called docker
1344.24	2.23	is a custom of docker it's called docker compose but still starts with docker
1346.47	0.01	compose but still starts with docker
1346.48	2.07	compose but still starts with docker so the word docker is gonna be in the
1348.55	0.01	so the word docker is gonna be in the
1348.56	2.47	so the word docker is gonna be in the beginning of all these commands and and
1351.03	0.01	beginning of all these commands and and
1351.04	2.23	beginning of all these commands and and the one thing that you do generally when
1353.27	0.01	the one thing that you do generally when
1353.28	2.55	the one thing that you do generally when you want to learn about a specific tool
1355.83	0.01	you want to learn about a specific tool
1355.84	2.47	you want to learn about a specific tool in this case docker is to ask for help
1358.31	0.01	in this case docker is to ask for help
1358.32	2.63	in this case docker is to ask for help so one way you can help yourself is just
1360.95	0.01	so one way you can help yourself is just
1360.96	1.03	so one way you can help yourself is just type
1361.99	0.01	type
1362.00	2.55	type um docker dash help
1364.55	0.01	um docker dash help
1364.56	2.23	um docker dash help and can you see my terminal here on the
1366.79	0.01	and can you see my terminal here on the
1366.80	2.71	and can you see my terminal here on the on your on your screens
1369.51	0.01	on your on your screens
1369.52	2.47	on your on your screens yes yeah cool so here is you know a
1371.99	0.01	yes yeah cool so here is you know a
1372.00	2.15	yes yeah cool so here is you know a bunch of things that you can do with
1374.15	0.01	bunch of things that you can do with
1374.16	2.39	bunch of things that you can do with docker including for example run so what
1376.55	0.01	docker including for example run so what
1376.56	2.55	docker including for example run so what does the command run do it runs a
1379.11	0.01	does the command run do it runs a
1379.12	2.31	does the command run do it runs a command in a new container
1381.43	0.01	command in a new container
1381.44	3.03	command in a new container so that is the first line of help that
1384.47	0.01	so that is the first line of help that
1384.48	1.59	so that is the first line of help that you can use
1386.07	0.01	you can use
1386.08	0.95	you can use go
1387.03	0.01	go
1387.04	3.03	go to your terminal type docker and then
1390.07	0.01	to your terminal type docker and then
1390.08	3.19	to your terminal type docker and then minus minus help or you can focus on a
1393.27	0.01	minus minus help or you can focus on a
1393.28	2.71	minus minus help or you can focus on a specific sub command in this case run so
1395.99	0.01	specific sub command in this case run so
1396.00	2.79	specific sub command in this case run so if i want to help run uh you can i can
1398.79	0.01	if i want to help run uh you can i can
1398.80	2.63	if i want to help run uh you can i can do something like this docker run help
1401.43	0.01	do something like this docker run help
1401.44	2.95	do something like this docker run help and then it should be giving me
1404.39	0.01	and then it should be giving me
1404.40	3.43	and then it should be giving me a filtered manual specifically for a
1407.83	0.01	a filtered manual specifically for a
1407.84	2.95	a filtered manual specifically for a docker run so here is the usage
1410.79	0.01	docker run so here is the usage
1410.80	1.43	docker run so here is the usage and we are going to be trying to
1412.23	0.01	and we are going to be trying to
1412.24	1.83	and we are going to be trying to understand what that means
1414.07	0.01	understand what that means
1414.08	0.79	understand what that means but
1414.87	0.01	but
1414.88	2.07	but the very
1416.95	0.01	the very
1416.96	3.43	the very best place i suggest to learn is
1420.39	0.01	best place i suggest to learn is
1420.40	2.47	best place i suggest to learn is the what's called the reference so for
1422.87	0.01	the what's called the reference so for
1422.88	2.39	the what's called the reference so for every command in docker there is a
1425.27	0.01	every command in docker there is a
1425.28	2.23	every command in docker there is a reference page that explains
1427.51	0.01	reference page that explains
1427.52	1.75	reference page that explains in a way that is a bit nicer than your
1429.27	0.01	in a way that is a bit nicer than your
1429.28	2.15	in a way that is a bit nicer than your terminal what that command is with
1431.43	0.01	terminal what that command is with
1431.44	2.07	terminal what that command is with examples and with pros
1433.51	0.01	examples and with pros
1433.52	1.99	examples and with pros it's not very easy to digest the first
1435.51	0.01	it's not very easy to digest the first
1435.52	1.59	it's not very easy to digest the first time you read it so it may take some
1437.11	0.01	time you read it so it may take some
1437.12	1.75	time you read it so it may take some time to
1438.87	0.01	time to
1438.88	2.63	time to to understand so that's why i wanted to
1441.51	0.01	to understand so that's why i wanted to
1441.52	2.47	to understand so that's why i wanted to kind of break it all down so for example
1443.99	0.01	kind of break it all down so for example
1444.00	1.03	kind of break it all down so for example if i see
1445.03	0.01	if i see
1445.04	2.39	if i see the command docker run and i want to
1447.43	0.01	the command docker run and i want to
1447.44	2.47	the command docker run and i want to learn about it i can go as i show you
1449.91	0.01	learn about it i can go as i show you
1449.92	1.83	learn about it i can go as i show you before to the terminal but better i
1451.75	0.01	before to the terminal but better i
1451.76	1.67	before to the terminal but better i could go to the
1453.43	0.01	could go to the
1453.44	1.03	could go to the page
1454.47	0.01	page
1454.48	2.79	page of docker run so as you can see there is
1457.27	0.01	of docker run so as you can see there is
1457.28	1.11	of docker run so as you can see there is a page
1458.39	0.01	a page
1458.40	0.95	a page uh
1459.35	0.01	uh
1459.36	1.83	uh for docker run
1461.19	0.01	for docker run
1461.20	2.63	for docker run uh reference right so for every command
1463.83	0.01	uh reference right so for every command
1463.84	1.91	uh reference right so for every command there is a reference page uh if you
1465.75	0.01	there is a reference page uh if you
1465.76	2.87	there is a reference page uh if you google it you will eventually land there
1468.63	0.01	google it you will eventually land there
1468.64	2.95	google it you will eventually land there and it has this this general form that i
1471.59	0.01	and it has this this general form that i
1471.60	2.23	and it has this this general form that i show you on the page let's see what that
1473.83	0.01	show you on the page let's see what that
1473.84	1.43	show you on the page let's see what that uh
1475.27	0.01	uh
1475.28	1.03	uh means
1476.31	0.01	means
1476.32	0.79	means so
1477.11	0.01	so
1477.12	3.83	so as you can see here there are some um
1480.95	0.01	as you can see here there are some um
1480.96	2.55	as you can see here there are some um words here in the general form that do
