start	duration	text
789.970	0.010	default just from being a member he
789.980	2.120	default just from being a member he would have great access to this
792.100	0.010	would have great access to this
792.110	4.040	would have great access to this particular rebel then Jackson is also a
796.150	0.010	particular rebel then Jackson is also a
796.160	3.050	particular rebel then Jackson is also a member of the team banks and
799.210	0.010	member of the team banks and
799.220	1.909	member of the team banks and I can say also here well what's the
801.129	0.010	I can say also here well what's the
801.139	4.790	I can say also here well what's the default privilege that the bank teams or
805.929	0.010	default privilege that the bank teams or
805.939	2.180	default privilege that the bank teams or everyone in that team gets to this
808.119	0.010	everyone in that team gets to this
808.129	2.240	everyone in that team gets to this record and again in this particular case
810.369	0.010	record and again in this particular case
810.379	3.260	record and again in this particular case I decided to say that you read so now
813.639	0.010	I decided to say that you read so now
813.649	3.860	I decided to say that you read so now everyone in the team only can read this
817.509	0.010	everyone in the team only can read this
817.519	2.240	everyone in the team only can read this record they can't push because we
819.759	0.010	record they can't push because we
819.769	2.271	record they can't push because we decided that the mechanism to which
822.040	0.010	decided that the mechanism to which
822.050	1.459	decided that the mechanism to which people would push for means could be
823.509	0.010	people would push for means could be
823.519	2.331	people would push for means could be viable requests so even with a great
825.850	0.010	viable requests so even with a great
825.860	1.790	viable requests so even with a great privilege they could still submit pull
827.650	0.010	privilege they could still submit pull
827.660	3.380	privilege they could still submit pull requests but finally because Jackson is
831.040	0.010	requests but finally because Jackson is
831.050	2.540	requests but finally because Jackson is creating and managing the project board
833.590	0.010	creating and managing the project board
833.600	2.659	creating and managing the project board which is a feature of github that is not
836.259	0.010	which is a feature of github that is not
836.269	2.631	which is a feature of github that is not the topic of today he needed higher
838.900	0.010	the topic of today he needed higher
838.910	1.669	the topic of today he needed higher permissions he needed admin permissions
840.579	0.010	permissions he needed admin permissions
840.589	3.350	permissions he needed admin permissions on this flavor so I added him as a
843.939	0.010	on this flavor so I added him as a
843.949	1.971	on this flavor so I added him as a collaborator I only there
845.920	0.010	collaborator I only there
845.930	2.720	collaborator I only there I gave him admit that way he has
848.650	0.010	I gave him admit that way he has
848.660	2.300	I gave him admit that way he has admitted jizz but not everyone else in
850.960	0.010	admitted jizz but not everyone else in
850.970	4.190	admitted jizz but not everyone else in the bank's if I had said admin here not
855.160	0.010	the bank's if I had said admin here not
855.170	2.180	the bank's if I had said admin here not only him but everyone else in the Bands
857.350	0.010	only him but everyone else in the Bands
857.360	3.769	only him but everyone else in the Bands team could have had admit to so
861.129	0.010	team could have had admit to so
861.139	2.810	team could have had admit to so that is we're getting close to the end
863.949	0.010	that is we're getting close to the end
863.959	1.761	that is we're getting close to the end that is you know how in one specific
865.720	0.010	that is you know how in one specific
865.730	3.050	that is you know how in one specific repo you could manage the access of
868.780	0.010	repo you could manage the access of
868.790	3.380	repo you could manage the access of different people depending on in these
872.170	0.010	different people depending on in these
872.180	2.869	different people depending on in these different channels and finally I wanted
875.049	0.010	different channels and finally I wanted
875.059	2.690	different channels and finally I wanted to discuss this additional kind of
877.749	0.010	to discuss this additional kind of
877.759	2.870	to discuss this additional kind of protection level and at the level of a
880.629	0.010	protection level and at the level of a
880.639	2.120	protection level and at the level of a branch so basically you can create a
882.759	0.010	branch so basically you can create a
882.769	2.600	branch so basically you can create a rule by which a branch which name
885.369	0.010	rule by which a branch which name
885.379	2.240	rule by which a branch which name matches for example this literal stream
887.619	0.010	matches for example this literal stream
887.629	0.771	matches for example this literal stream master
888.400	0.010	master
888.410	2.899	master so basically master branch has some
891.309	0.010	so basically master branch has some
891.319	2.450	so basically master branch has some restrictions so that people can not say
893.769	0.010	restrictions so that people can not say
893.779	3.621	restrictions so that people can not say push force which means that they can not
897.400	0.010	push force which means that they can not
897.410	4.820	push force which means that they can not change the history of the repository so
902.230	0.010	change the history of the repository so
902.240	2.389	change the history of the repository so they can they can add commits but camisa
904.629	0.010	they can they can add commits but camisa
904.639	1.910	they can they can add commits but camisa have been condoned in the past they
906.549	0.010	have been condoned in the past they
906.559	2.361	have been condoned in the past they cannot rewrite them with a new version
908.920	0.010	cannot rewrite them with a new version
908.930	3.649	cannot rewrite them with a new version of maybe it's a little subbu but you
912.579	0.010	of maybe it's a little subbu but you
912.589	1.340	of maybe it's a little subbu but you know that's something that gets people
913.929	0.010	know that's something that gets people
913.939	2.841	know that's something that gets people in trouble often so you could for
916.780	0.010	in trouble often so you could for
916.790	2.050	in trouble often so you could for example protect the master branch to
918.840	0.010	example protect the master branch to
918.850	2.459	example protect the master branch to disable for pushing and this is what we
921.309	0.010	disable for pushing and this is what we
921.319	1.940	disable for pushing and this is what we are doing here in the two degrees
923.259	0.010	are doing here in the two degrees
923.269	2.480	are doing here in the two degrees investing sorry yeah today is investing
925.749	0.010	investing sorry yeah today is investing
925.759	1.130	investing sorry yeah today is investing actually I match
926.889	0.010	actually I match
926.899	3.620	actually I match patch so with that I come to the end so
930.519	0.010	patch so with that I come to the end so
930.529	1.591	patch so with that I come to the end so if I have to go
932.120	0.010	if I have to go
932.130	3.020	if I have to go digest this presentation into advice
935.150	0.010	digest this presentation into advice
935.160	3.560	digest this presentation into advice what I would say is that people should
938.720	0.010	what I would say is that people should
938.730	2.030	what I would say is that people should have probably just the access that they
940.760	0.010	have probably just the access that they
940.770	2.870	have probably just the access that they need and know more and second be
943.640	0.010	need and know more and second be
943.650	1.790	need and know more and second be pragmatic and I say this in a very
945.440	0.010	pragmatic and I say this in a very
945.450	1.820	pragmatic and I say this in a very specific sense of the world in the
947.270	0.010	specific sense of the world in the
947.280	1.930	specific sense of the world in the defeat but kind of the definition that
949.210	0.010	defeat but kind of the definition that
949.220	2.700	defeat but kind of the definition that I'm following here of pragmatism instead
951.920	0.010	I'm following here of pragmatism instead
951.930	1.430	I'm following here of pragmatism instead of the book people act because they cook
953.360	0.010	of the book people act because they cook
953.370	2.420	of the book people act because they cook the pragmatic programmer which I'm very
955.790	0.010	the pragmatic programmer which I'm very
955.800	3.440	the pragmatic programmer which I'm very excited to to learn that has been
959.240	0.010	excited to to learn that has been
959.250	2.090	excited to to learn that has been addition to that is 20 years old and
961.340	0.010	addition to that is 20 years old and
961.350	2.930	addition to that is 20 years old and talks a lot about a general best
964.280	0.010	talks a lot about a general best
964.290	3.800	talks a lot about a general best practices for computing program computer
968.090	0.010	practices for computing program computer
968.100	3.790	practices for computing program computer programming and even more so simply I
971.890	0.010	programming and even more so simply I
971.900	3.450	programming and even more so simply I would say this quote from James clear in
975.350	0.010	would say this quote from James clear in
975.360	3.260	would say this quote from James clear in the book atomic habits that goes as
978.620	0.010	the book atomic habits that goes as
978.630	1.970	the book atomic habits that goes as follows so you do not rise to the level
980.600	0.010	follows so you do not rise to the level
980.610	1.040	follows so you do not rise to the level of your goals
981.650	0.010	of your goals
981.660	1.820	of your goals you'd fall to the level of your systems
983.480	0.010	you'd fall to the level of your systems
983.490	4.750	you'd fall to the level of your systems so with this we mean that no matter how
988.240	0.010	so with this we mean that no matter how
988.250	3.390	so with this we mean that no matter how strongly we want to do things right if
991.640	0.010	strongly we want to do things right if
991.650	1.790	strongly we want to do things right if we don't have a good system in place
993.440	0.010	we don't have a good system in place
993.450	1.850	we don't have a good system in place that can prevent us from doing the wrong
995.300	0.010	that can prevent us from doing the wrong
995.310	1.970	that can prevent us from doing the wrong thing sooner or later we are going to
997.280	0.010	thing sooner or later we are going to
997.290	3.260	thing sooner or later we are going to just kind of you know forget something
1000.550	0.010	just kind of you know forget something
1000.560	3.020	just kind of you know forget something and be trouble so that's why I you know
1003.580	0.010	and be trouble so that's why I you know
1003.590	1.820	and be trouble so that's why I you know I can eventually use everyone and
1005.410	0.010	I can eventually use everyone and
1005.420	3.110	I can eventually use everyone and include myself I learn they use this
1008.530	0.010	include myself I learn they use this
1008.540	2.210	include myself I learn they use this package because I believe that is one
1010.750	0.010	package because I believe that is one
1010.760	3.110	package because I believe that is one good system specific for our users that
1013.870	0.010	good system specific for our users that
1013.880	3.380	good system specific for our users that protects us from a lot of points where
1017.260	0.010	protects us from a lot of points where
1017.270	3.200	protects us from a lot of points where we can go wrong and then kind of find
1020.470	0.010	we can go wrong and then kind of find
1020.480	2.240	we can go wrong and then kind of find ourselves I was in a lot of time fixing
1022.720	0.010	ourselves I was in a lot of time fixing
1022.730	1.430	ourselves I was in a lot of time fixing problems that are kind of totally
1024.160	0.010	problems that are kind of totally
1024.170	5.060	problems that are kind of totally automated so with that I end and I I
1029.230	0.010	automated so with that I end and I I
1029.240	14.230	automated so with that I end and I I open the room for questions
1048.120	0.010	I have a question I'm curious just out
1048.130	1.640	I have a question I'm curious just out of curiosity are they all of these
1049.770	0.010	of curiosity are they all of these
1049.780	1.820	of curiosity are they all of these settings that you just went over are
1051.600	0.010	settings that you just went over are
1051.610	5.240	settings that you just went over are they very good how are they unique to
1056.850	0.010	they very good how are they unique to
1056.860	3.950	they very good how are they unique to github but very closely replicated or
1060.810	0.010	github but very closely replicated or
1060.820	3.920	github but very closely replicated or followed by other hosts even good lab or
1064.740	0.010	followed by other hosts even good lab or
1064.750	2.210	followed by other hosts even good lab or something like this or is it or are they
1066.960	0.010	something like this or is it or are they
1066.970	7.310	something like this or is it or are they somehow related to I don't know the
1074.280	0.010	somehow related to I don't know the
1074.290	2.810	somehow related to I don't know the answer because I almost always have been
1077.100	0.010	answer because I almost always have been
1077.110	2.860	answer because I almost always have been using github anyone else in this meeting
1079.970	0.010	using github anyone else in this meeting
1079.980	2.370	using github anyone else in this meeting knows I mean my guess could be that
1082.350	0.010	knows I mean my guess could be that
1082.360	2.540	knows I mean my guess could be that others could have somehow similar ways
1084.900	0.010	others could have somehow similar ways
1084.910	2.930	others could have somehow similar ways of managing permission but if someone
1087.840	0.010	of managing permission but if someone
1087.850	1.819	of managing permission but if someone else in the room has the answer please
1089.669	0.010	else in the room has the answer please
1089.679	8.331	else in the room has the answer please go ahead yeah so I was just asking out
1098.010	0.010	go ahead yeah so I was just asking out
1098.020	2.450	go ahead yeah so I was just asking out of curiosity about for instance if we
1100.470	0.010	of curiosity about for instance if we
1100.480	2.030	of curiosity about for instance if we saw some reason decided we have to move
1102.510	0.010	saw some reason decided we have to move
1102.520	3.560	saw some reason decided we have to move everything to get laughs would would
1106.080	0.010	everything to get laughs would would
1106.090	1.280	everything to get laughs would would this be something that we could easily
1107.370	0.010	this be something that we could easily
1107.380	2.690	this be something that we could easily take with us or we have to like their
1110.070	0.010	take with us or we have to like their
1110.080	3.670	take with us or we have to like their big process of trying to replicate this
1113.750	0.010	big process of trying to replicate this
1113.760	1.920	big process of trying to replicate this behavior I'm in a totally different
1115.680	0.010	behavior I'm in a totally different
1115.690	2.450	behavior I'm in a totally different system or I don't know it could be
1118.140	0.010	system or I don't know it could be
1118.150	5.740	system or I don't know it could be something don't tend to get exposed I
1123.890	0.010	something don't tend to get exposed I
1123.900	2.540	something don't tend to get exposed I don't know
1126.440	0.010	don't know
1126.450	3.300	don't know yeah that's great yeah I think that it
1129.750	0.010	yeah that's great yeah I think that it
1129.760	2.300	yeah that's great yeah I think that it the very first step is to reflect on
1132.060	0.010	the very first step is to reflect on
1132.070	3.500	the very first step is to reflect on these permissions and that's why I am
1135.570	0.010	these permissions and that's why I am
1135.580	2.810	these permissions and that's why I am very happy to to develop this
1138.390	0.010	very happy to to develop this
1138.400	1.160	very happy to to develop this presentation which was actually
1139.560	0.010	presentation which was actually
1139.570	1.430	presentation which was actually motivated I but what's proposed by
1141.000	0.010	motivated I but what's proposed by
1141.010	3.860	motivated I but what's proposed by clouds and clear I think that experience
1144.870	0.010	clouds and clear I think that experience
1144.880	1.789	clouds and clear I think that experience pretty not the most exciting you know we
1146.669	0.010	pretty not the most exciting you know we
1146.679	1.911	pretty not the most exciting you know we like this I like seeing however the
1148.590	0.010	like this I like seeing however the
1148.600	2.270	like this I like seeing however the places we are and we are talking about
1150.870	0.010	places we are and we are talking about
1150.880	2.510	places we are and we are talking about settings but it is a conversation that
1153.390	0.010	settings but it is a conversation that
1153.400	2.090	settings but it is a conversation that you know at least we need to know the
1155.490	0.010	you know at least we need to know the
1155.500	1.940	you know at least we need to know the kind of powers we have because with
1157.440	0.010	kind of powers we have because with
1157.450	2.420	kind of powers we have because with power comes responsibility we may find
1159.870	0.010	power comes responsibility we may find
1159.880	1.460	power comes responsibility we may find ourselves in troubles that we don't even
1161.340	0.010	ourselves in troubles that we don't even
1161.350	2.120	ourselves in troubles that we don't even want to get into so I think that the
1163.470	0.010	want to get into so I think that the
1163.480	1.550	want to get into so I think that the follow-up of this conversation would be
1165.030	0.010	follow-up of this conversation would be
1165.040	2.379	follow-up of this conversation would be my one at the kind of manager level
1167.419	0.010	my one at the kind of manager level
1167.429	2.841	my one at the kind of manager level where they decide you know which
1170.270	0.010	where they decide you know which
1170.280	1.820	where they decide you know which approach we have to give people
1172.100	0.010	approach we have to give people
1172.110	1.910	approach we have to give people permission so for example I think that
1174.020	0.010	permission so for example I think that
1174.030	3.020	permission so for example I think that given the expertise of CJ he's missing
1177.050	0.010	given the expertise of CJ he's missing
1177.060	3.140	given the expertise of CJ he's missing as an owner I believe that he should be
1180.200	0.010	as an owner I believe that he should be
1180.210	2.990	as an owner I believe that he should be an owner and then I don't know if
1183.200	0.010	an owner and then I don't know if
1183.210	1.820	an owner and then I don't know if everyone who is an owner wants to be I
1185.030	0.010	everyone who is an owner wants to be I
1185.040	2.600	everyone who is an owner wants to be I do want because I need sometimes to
1187.640	0.010	do want because I need sometimes to
1187.650	2.120	do want because I need sometimes to change to approve applications and
1189.770	0.010	change to approve applications and
1189.780	2.720	change to approve applications and things that I know really affect my
1192.500	0.010	things that I know really affect my
1192.510	2.060	things that I know really affect my workflow but I don't know if everyone
1194.570	0.010	workflow but I don't know if everyone
1194.580	3.680	workflow but I don't know if everyone else really needs that that's something
1198.260	0.010	else really needs that that's something
1198.270	1.880	else really needs that that's something I don't want an XML and just something
1200.150	0.010	I don't want an XML and just something
1200.160	2.720	I don't want an XML and just something showing up there to reflect on me I mean
1202.880	0.010	showing up there to reflect on me I mean
1202.890	3.590	showing up there to reflect on me I mean in response to that I honestly in most
1206.480	0.010	in response to that I honestly in most
1206.490	4.480	in response to that I honestly in most cases I prefer not to be in order
1214.160	0.010	[Music]
1214.170	2.390	[Music] there's a few packages that I'm one of
1216.560	0.010	there's a few packages that I'm one of
1216.570	6.260	there's a few packages that I'm one of the most significant contributors to and
1222.830	0.010	the most significant contributors to and
1222.840	1.310	the most significant contributors to and I still have not an owner of that
1224.150	0.010	I still have not an owner of that
1224.160	1.550	I still have not an owner of that repository and I preferred that way
1225.710	0.010	repository and I preferred that way
1225.720	2.150	repository and I preferred that way because I do the same thing I said a
1227.870	0.010	because I do the same thing I said a
1227.880	2.810	because I do the same thing I said a little request to him and he approves
1230.690	0.010	little request to him and he approves
1230.700	3.320	little request to him and he approves them and I am never worried that I'm
1234.020	0.010	them and I am never worried that I'm
1234.030	2.900	them and I am never worried that I'm gonna accidentally push something to the
1236.930	0.010	gonna accidentally push something to the
1236.940	3.520	gonna accidentally push something to the master branch it's simply not possible
1240.460	0.010	master branch it's simply not possible
1240.470	3.020	master branch it's simply not possible so I actually prefer that for myself
1243.490	0.010	so I actually prefer that for myself
1243.500	2.490	so I actually prefer that for myself unless there's like a really strong
1245.990	0.010	unless there's like a really strong
1246.000	3.920	unless there's like a really strong reason why and I can always ask someone
1249.920	0.010	reason why and I can always ask someone
1249.930	4.790	reason why and I can always ask someone oh I want me to make some really strong
1254.720	0.010	oh I want me to make some really strong
1254.730	2.150	oh I want me to make some really strong change to this repo because we don't
1256.880	0.010	change to this repo because we don't
1256.890	1.970	change to this repo because we don't know how to do it or for whatever reason
1258.860	0.010	know how to do it or for whatever reason
1258.870	1.460	know how to do it or for whatever reason then okay
1260.330	0.010	then okay
1260.340	8.900	then okay temporarily give me the thanks EJ I
1269.240	0.010	temporarily give me the thanks EJ I
1269.250	1.400	temporarily give me the thanks EJ I appreciate your comment mostly because
1270.650	0.010	appreciate your comment mostly because
1270.660	4.070	appreciate your comment mostly because it shows you know someone that year that
1274.730	0.010	it shows you know someone that year that
1274.740	1.640	it shows you know someone that year that really understand you know what it means
1276.380	0.010	really understand you know what it means
1276.390	3.890	really understand you know what it means if you prefer to kind of you know get
1280.280	0.010	if you prefer to kind of you know get
1280.290	1.940	if you prefer to kind of you know get only what you need when you need it you
1282.230	0.010	only what you need when you need it you
1282.240	2.240	only what you need when you need it you kind of couldn't make someone like me
1284.480	0.010	kind of couldn't make someone like me
1284.490	2.210	kind of couldn't make someone like me that has less expertise and you guys
1286.700	0.010	that has less expertise and you guys
1286.710	1.970	that has less expertise and you guys think very carefully about what you know
1288.680	0.010	think very carefully about what you know
1288.690	4.310	think very carefully about what you know what powers
1294.110	0.010	[Music]
1294.120	2.610	[Music] whoa
1296.730	0.010	whoa
1296.740	2.899	whoa so just be clear are we in Berlin I
1299.639	0.010	so just be clear are we in Berlin I
1299.649	7.520	so just be clear are we in Berlin I don't think have any questions good okay
1307.169	0.010	don't think have any questions good okay
1307.179	2.781	don't think have any questions good okay thank you very much then in the other
1309.960	0.010	thank you very much then in the other
1309.970	3.410	thank you very much then in the other I see Klaus and Emmanuelle in other
1313.380	0.010	I see Klaus and Emmanuelle in other
1313.390	0.590	I see Klaus and Emmanuelle in other offices
1313.980	0.010	offices
1313.990	1.700	offices I will give you know a few seconds for
1315.690	0.010	I will give you know a few seconds for
1315.700	2.449	I will give you know a few seconds for you to say if you if you do have a
1318.149	0.010	you to say if you if you do have a
1318.159	2.061	you to say if you if you do have a question and after those five seconds
1320.220	0.010	question and after those five seconds
1320.230	3.770	question and after those five seconds maybe I just pose no questions from my
1324.000	0.010	maybe I just pose no questions from my
1324.010	6.409	maybe I just pose no questions from my side thanks a lot and it's Mia Florence
1330.419	0.010	side thanks a lot and it's Mia Florence
1330.429	2.001	side thanks a lot and it's Mia Florence and I have no questions either thanks
1332.430	0.010	and I have no questions either thanks
1332.440	3.979	and I have no questions either thanks Mauro okay thank you very much then see
1336.419	0.010	Mauro okay thank you very much then see
1336.429	2.211	Mauro okay thank you very much then see you sir
