start	duration	text
1693.76	4.56	flexibly also adjust your board to
1696.96	4.00	have new
1698.32	5.76	statuses so for example stress testing
1700.96	5.12	we have we added a column in review
1704.08	4.16	um you might want to have other things
1706.08	4.64	like on hold etc so you can get even
1708.24	5.44	more fine-grained overview about maybe
1710.72	5.84	your bottlenecks in your process etc
1713.68	4.96	and i actually have two questions
1716.56	5.60	first of all did you come across a
1718.64	6.16	possibility to associate
1722.16	4.56	issues with each other like for example
1724.80	2.96	showing that one ticket is blocked by
1726.72	2.96	the other
1727.76	4.88	and my second question is i saw that
1729.68	6.00	there was the hidden column reviewers
1732.64	5.68	is it possible to automatically
1735.68	6.16	infer the reviewers of an issue by the
1738.32	5.20	pr reviewers because those should just
1741.84	3.92	would also be super practical for the
1743.52	4.64	product manager to see what people are
1745.76	4.48	actually busy with at the moment great
1748.16	3.84	yeah okay i'm gonna
1750.24	4.64	as you know but you know i have to
1752.00	5.92	disclose to the audience i'm very new to
1754.88	4.40	to this so i'm learning um basically by
1757.92	3.52	doing the meetup
1759.28	3.60	so a lot of the things are more what i
1761.44	3.36	think could happen i think that the
1762.88	4.40	reviewers um
1764.80	4.24	are indeed
1767.28	3.84	if you add a reviewer on the pull
1769.04	4.72	request that is what is expressed under
1771.12	5.36	the reviewers uh column in the project
1773.76	5.28	board so that would be i think yes
1776.48	3.92	uh also like thank you for the comment
1779.04	2.96	about the backlog yeah i was kind of
1780.40	3.44	unsure about if that would be a good a
1782.00	6.32	good name for it the
1783.84	6.72	the weight link uh issues um
1788.32	3.76	honestly i didn't try
1790.56	4.16	for this meet up
1792.08	6.24	if you can link more than one
1794.72	4.88	uh item to any other item maybe yes
1798.32	5.04	would be my guess it would be nice to
1799.60	5.36	try and every time in on github what i
1803.36	3.92	have done is many times you know from
1804.96	4.56	one issue mentioned another issue using
1807.28	3.12	the the syntax you know pound number of
1809.52	2.64	issue
1810.40	3.36	if it belongs to the same repo or if it
1812.16	4.56	belongs to another repo you have to
1813.76	6.08	actually mention the organization slash
1816.72	5.20	repo pound number of issue so that
1819.84	3.84	creates links that you can track from
1821.92	3.44	one issue to the other so allows you to
1823.68	3.76	kind of click on things and you know
1825.36	4.24	basically jump to the other place so i
1827.44	4.40	would expect that because the
1829.60	4.72	i mean because github already has that
1831.84	5.92	feature i would expect that the the
1834.32	5.60	column um linked put requests could
1837.76	3.36	probably allow more than one item but
1839.92	3.76	that's something that you know i would
1841.12	4.72	need to confirm um
1843.68	4.88	i forget if you asked any other
1845.84	5.28	question or maybe another comment
1848.56	6.32	that was all thanks cool
1851.12	3.76	francisca you have your hand up right
1856.32	2.72	she had to
1857.84	2.32	stick out
1859.04	2.24	okay good
1860.16	5.16	any other
1861.28	4.04	comment or question before we leave
1865.44	2.96	i'm good
1866.40	4.72	but thank you very much mauro
1868.40	4.72	okay thank you all and um
1871.12	4.08	hopefully this will be
1873.12	3.60	enough to get you started playing with
1875.20	3.28	it and then if you have questions feel
1876.72	2.88	free to reach out thank you see you next
1878.48	5.48	time
1879.60	4.36	thanks bye thank you bye-bye
